name_short,adduct,9AA,CHCA,CMBT,ClCCA,DAN,DHAP,DHB,MAPS,NEDC,NOR,PNDI,pNA
2-Oxoglutaric acid,+H,-,-,-,-,-,-,-,-,-,-,-,X
2-Oxoglutaric acid,+Na,-,72.43064,-,54.59107,79.31094,76.893745,210.54546,-,-,-,-,-
2-Oxoglutaric acid,+K,-,-,-,-,11.875473,-,-,-,-,-,-,-
2-Oxoglutaric acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,X
2-Oxoglutaric acid,-H,65207.863,1489.3842,879.0179,88.82836,6752.459,1492.5983,930.48126,388.89798,-,36786.184,47.11761,6166.8667
2-Oxoglutaric acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
2-Oxoglutaric acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
3-Hydroxyanthranilic acid,+H,-,854.46674,-,129.4211,-,23.555162,X,-,-,-,439.20483,-
3-Hydroxyanthranilic acid,+Na,-,-,-,-,-,-,-,-,-,-,-,-
3-Hydroxyanthranilic acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
3-Hydroxyanthranilic acid,[M]+,-,-,-,-,X,-,109.91902,-,-,-,-,-
3-Hydroxyanthranilic acid,-H,5635.4595,-,-,-,X,-,-,950.47253,-,-,-,-
3-Hydroxyanthranilic acid,+Cl,41.60611,-,-,-,-,-,-,-,-,-,-,-
3-Hydroxyanthranilic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
3-Hydroxymethylglutaric acid,+H,-,-,44.459694,838.8174,-,11.582249,-,-,-,-,-,-
3-Hydroxymethylglutaric acid,+Na,-,-,809.79553,4843.0303,-,711.8208,-,58.14813,41.70935,-,-,-
3-Hydroxymethylglutaric acid,+K,-,-,487.1448,1020.52924,-,175.44559,X,-,-,-,-,-
3-Hydroxymethylglutaric acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
3-Hydroxymethylglutaric acid,-H,-,-,2040.8381,579.8331,-,2897.0745,-,4850.6377,352.04083,-,-,-
3-Hydroxymethylglutaric acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
3-Hydroxymethylglutaric acid,[M]-,-,-,-,-,X,-,-,-,-,-,-,-
3-Phosphoglyceric acid,+H,-,296.45044,-,52.880165,-,-,18.55582,-,-,-,-,-
3-Phosphoglyceric acid,+Na,-,984.12195,-,370.68826,-,-,520.5492,-,-,-,-,-
3-Phosphoglyceric acid,+K,-,89.04404,-,68.402954,-,-,17.043736,-,-,-,-,-
3-Phosphoglyceric acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
3-Phosphoglyceric acid,-H,146078.0,1875.6426,-,183.77728,339.9789,87.839325,509.05933,-,54.33839,58597.375,-,141.76958
3-Phosphoglyceric acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
3-Phosphoglyceric acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
"4,5-Dihydroorotic acid",+H,-,252.09502,-,29.125195,-,-,40.500538,-,-,-,-,-
"4,5-Dihydroorotic acid",+Na,-,344.37787,69.97619,70.63062,80.99259,14.219331,205.03026,-,-,-,-,38.06751
"4,5-Dihydroorotic acid",+K,-,12.812811,-,-,-,-,-,-,-,-,-,-
"4,5-Dihydroorotic acid",[M]+,-,-,-,-,-,-,-,-,-,-,-,-
"4,5-Dihydroorotic acid",-H,93481.85,2834.2925,128.98422,104.67583,4853.601,388.35788,747.35974,-,-,19093.518,-,2257.4182
"4,5-Dihydroorotic acid",+Cl,160.79555,-,4.105862,-,-,-,-,-,-,-,-,-
"4,5-Dihydroorotic acid",[M]-,-,-,-,-,-,-,-,-,-,-,-,-
4-Hydroxyproline,+H,-,27148.082,900.9108,3772.8613,350.61737,775.2833,10469.678,-,-,-,-,1520.3328
4-Hydroxyproline,+Na,216.68367,3447.474,636.62994,1179.5787,1137.2404,1278.269,4168.157,-,-,522.11316,-,1706.795
4-Hydroxyproline,+K,-,X,63.354015,429.89868,-,130.55104,X,-,-,-,-,232.51697
4-Hydroxyproline,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
4-Hydroxyproline,-H,2332.6228,-,-,-,4162.0317,237.07237,-,-,-,1675.1226,-,319.6381
4-Hydroxyproline,+Cl,46.253326,X,-,-,90.713905,-,-,-,-,-,-,-
4-Hydroxyproline,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
5-Hydroxyindoleacetic acid,+H,-,X,23.333462,316.75818,-,133.37004,808.4305,-,-,-,-,-
5-Hydroxyindoleacetic acid,+Na,-,X,407.1724,702.4794,1134.6086,717.2381,2228.7568,-,-,216.45505,-,325.1864
5-Hydroxyindoleacetic acid,+K,-,X,68.50999,370.22888,309.76675,125.35366,341.29843,-,-,-,-,27.80546
5-Hydroxyindoleacetic acid,[M]+,-,X,77.820564,644.45624,X,175.0906,1597.8601,-,-,X,-,X
5-Hydroxyindoleacetic acid,-H,296.88385,X,-,-,6172.612,76.438995,-,-,-,-,-,-
5-Hydroxyindoleacetic acid,+Cl,-,-,-,-,-,-,X,-,-,-,-,-
5-Hydroxyindoleacetic acid,[M]-,X,-,-,-,-,-,-,-,-,-,-,-
6-Phosphogluconic acid,+H,-,33.364746,-,-,-,-,-,-,-,-,-,-
6-Phosphogluconic acid,+Na,-,885.8271,-,271.62753,-,-,632.5643,-,-,-,-,-
6-Phosphogluconic acid,+K,-,45.041138,-,28.060282,-,-,16.460735,-,-,-,-,-
6-Phosphogluconic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
6-Phosphogluconic acid,-H,102873.76,872.72015,-,41.54446,-,-,271.84552,-,-,8021.8633,-,40.37429
6-Phosphogluconic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
6-Phosphogluconic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Acetoacetic acid,+H,-,-,-,-,-,-,-,-,-,X,-,-
Acetoacetic acid,+Na,-,X,X,-,X,X,X,-,-,X,-,-
Acetoacetic acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Acetoacetic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Acetoacetic acid,-H,X,-,X,-,X,X,X,X,X,X,X,X
Acetoacetic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Acetoacetic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Acetyl-CoA,+H,-,1737.4437,-,309.01556,-,-,4155.728,-,-,62.406204,-,122.43919
Acetyl-CoA,+Na,-,5370.756,-,755.55396,-,-,8660.084,-,-,522.91064,-,558.8904
Acetyl-CoA,+K,-,-,-,-,-,-,-,-,-,-,-,-
Acetyl-CoA,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Acetyl-CoA,-H,204906.36,9388.563,-,496.38724,1439.2262,-,13952.669,-,-,47726.6,-,1434.233
Acetyl-CoA,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Acetyl-CoA,[M]-,-,433.3556,-,-,-,-,-,-,-,6914.348,-,274.83035
Acetylcarnitine,+H,72196.945,206221.31,8852.297,25760.895,13596.422,3707.928,74550.02,-,1091.1395,48241.57,-,84189.125
Acetylcarnitine,+Na,4736.5273,2334.2961,738.7467,972.54376,2203.03,1308.826,6701.1533,X,21.944788,8154.799,-,11802.576
Acetylcarnitine,+K,12.560596,108.80361,-,73.5743,47.787846,202.85115,396.78806,-,-,X,-,1990.0499
Acetylcarnitine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Acetylcarnitine,-H,-,-,-,-,-,-,-,-,-,-,-,-
Acetylcarnitine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Acetylcarnitine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Acetylcholine,+H,-,9.806336,-,-,-,-,-,-,-,-,-,-
Acetylcholine,+Na,-,-,-,-,-,-,-,-,-,-,-,-
Acetylcholine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Acetylcholine,[M]+,192764.77,373700.62,36853.473,60978.55,61667.637,30305.572,252916.7,3924.6929,6305.3154,166924.98,297.71704,591621.2
Acetylcholine,-H,-,-,-,-,-,-,-,-,-,-,-,-
Acetylcholine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Acetylcholine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Adenine,+H,-,17318.488,874.0682,277.7199,-,604.89197,1570.2814,-,-,-,-,3943.3755
Adenine,+Na,-,-,194.45667,-,-,-,218.01158,-,-,-,-,998.43695
Adenine,+K,-,-,-,-,-,-,-,-,-,-,-,467.5757
Adenine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Adenine,-H,2550.6094,-,-,-,6570.248,-,-,54.013977,-,2687.2866,-,543.2665
Adenine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Adenine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Adenosine diphosphate,+H,-,4367.9077,-,856.00726,-,-,7042.129,-,-,-,-,-
Adenosine diphosphate,+Na,-,3315.351,-,1280.6841,-,-,9170.064,-,-,-,-,-
Adenosine diphosphate,+K,-,2689.5457,-,324.01724,-,-,2794.9238,-,-,841.1808,-,-
Adenosine diphosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Adenosine diphosphate,-H,869459.6,33588.35,-,1115.4866,-,-,24084.432,-,-,82661.945,-,-
Adenosine diphosphate,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Adenosine diphosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Adenosine monophosphate,+H,37.335915,9272.839,577.3727,2516.969,138.20456,443.10007,20602.14,-,-,6082.1196,-,693.52423
Adenosine monophosphate,+Na,665.93524,18497.85,675.4067,5397.645,728.2594,1153.7102,29512.271,-,-,12558.828,-,-
Adenosine monophosphate,+K,-,462.0414,-,465.79922,-,48.428066,882.74615,-,-,-,-,-
Adenosine monophosphate,[M]+,-,-,-,X,-,X,-,-,-,-,-,-
Adenosine monophosphate,-H,405090.22,-,-,772.64923,-,2260.5806,7392.9844,-,680.76245,51646.18,X,-
Adenosine monophosphate,+Cl,478.82788,-,-,-,-,-,-,-,-,-,-,-
Adenosine monophosphate,[M]-,-,-,-,-,-,-,-,-,-,-,X,-
Adenosine triphosphate,+H,-,1494.2412,-,110.72633,-,-,-,-,-,-,-,-
Adenosine triphosphate,+Na,-,3824.8047,-,291.06116,-,-,1162.6819,-,-,-,-,318.50906
Adenosine triphosphate,+K,-,68.18652,-,-,-,-,-,-,-,-,-,-
Adenosine triphosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Adenosine triphosphate,-H,188954.58,16537.125,-,340.3004,20080.72,-,1309.5391,-,-,51961.008,-,1565.5999
Adenosine triphosphate,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Adenosine triphosphate,[M]-,-,-,-,-,-,-,-,-,-,-,X,-
Agmatine,+H,23242.79,154435.62,11584.733,16132.004,16097.67,3640.3054,40941.043,-,1098.5364,8298.699,-,42522.47
Agmatine,+Na,173.87483,612.80194,341.08304,79.12278,849.4188,608.499,643.9676,-,-,-,-,1025.0852
Agmatine,+K,-,44.108154,20.29055,-,-,44.597153,33.948513,-,-,X,-,-
Agmatine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Agmatine,-H,-,-,-,-,-,-,-,-,-,-,-,-
Agmatine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Agmatine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Arachidonic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Arachidonic acid,+Na,-,-,-,-,-,-,-,-,-,-,-,-
Arachidonic acid,+K,-,-,-,-,-,-,-,-,X,-,-,-
Arachidonic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Arachidonic acid,-H,-,-,-,-,-,-,-,-,-,-,-,-
Arachidonic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Arachidonic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Arginine,+H,4932.095,142436.39,7383.9805,13448.083,16050.156,2122.7913,46600.383,18.805185,201.90733,11842.481,836.435,62455.562
Arginine,+Na,-,3877.5837,1709.6385,480.5942,4170.2954,1490.0709,6296.5234,-,-,675.1127,-,8481.297
Arginine,+K,-,822.7948,71.84717,162.24974,64.79096,192.12059,482.64542,-,-,-,-,687.9561
Arginine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Arginine,-H,6045.505,23.5185,-,-,5825.8433,92.14985,-,-,-,2650.2842,-,277.5379
Arginine,+Cl,620.27826,-,-,-,84.086235,-,-,-,-,22.801365,-,-
Arginine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Argininosuccinic acid,+H,14.900511,32365.035,304.34607,3636.7664,-,94.39562,4634.3423,-,12.288447,57.192383,X,1017.1551
Argininosuccinic acid,+Na,-,7119.1357,148.67596,1106.412,-,105.56356,3826.483,-,-,-,-,660.6235
Argininosuccinic acid,+K,-,3032.6477,64.05855,2514.3145,-,-,1186.2563,-,-,-,-,293.48752
Argininosuccinic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Argininosuccinic acid,-H,27789.115,49.9853,-,-,1374.545,11.063781,-,-,-,3269.5786,-,295.31024
Argininosuccinic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Argininosuccinic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Ascorbic acid,+H,-,175.75993,-,54.689316,-,-,209.3337,-,-,-,-,-
Ascorbic acid,+Na,-,396.93027,-,177.29091,-,-,1731.5927,-,-,-,X,X
Ascorbic acid,+K,-,122.90842,-,38.137943,-,-,166.28012,-,-,-,-,130.21054
Ascorbic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Ascorbic acid,-H,9525.733,1765.8657,-,60.181175,8059.088,544.4009,1109.1461,-,-,10278.6045,-,1817.4087
Ascorbic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Ascorbic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Asparagine,+H,-,7012.418,409.3819,1109.2064,405.66757,97.46525,2443.957,-,-,-,-,550.14056
Asparagine,+Na,-,5619.2925,1624.115,1017.1238,4149.1235,312.36746,4479.564,-,140.84297,139.89413,-,2294.309
Asparagine,+K,-,972.1984,167.87173,177.89262,181.72957,56.180058,304.9036,-,-,-,-,398.00537
Asparagine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Asparagine,-H,1136.5548,-,36.75878,-,22758.654,159.0339,-,-,-,2916.1348,-,936.014
Asparagine,+Cl,-,-,14.881673,-,1180.1454,-,-,-,-,-,-,X
Asparagine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Aspartic acid,+H,-,3947.9585,25.26115,233.88345,-,-,590.9392,-,-,-,-,163.66438
Aspartic acid,+Na,-,1186.9072,88.26219,95.82667,992.5074,-,491.09973,-,-,-,19.245977,462.36636
Aspartic acid,+K,-,118.31959,-,-,-,-,-,-,-,-,-,-
Aspartic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Aspartic acid,-H,16146.886,211.19722,236.5623,-,20900.578,-,138.05779,-,-,17542.287,-,1969.2108
Aspartic acid,+Cl,-,-,-,-,128.6721,-,X,-,-,-,-,-
Aspartic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Biotin,+H,-,X,65.45244,300.8318,-,192.85478,1826.3438,-,-,-,-,-
Biotin,+Na,-,1141.1279,365.85892,590.3823,2051.187,605.38306,6796.542,-,-,-,65.82684,2150.496
Biotin,+K,-,175.03233,11.7081585,149.33617,64.3956,84.70382,459.96997,-,-,-,-,-
Biotin,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Biotin,-H,-,-,-,-,X,-,-,-,-,425.85217,-,-
Biotin,+Cl,-,-,7.535287,-,-,-,-,-,-,-,-,-
Biotin,[M]-,X,-,-,-,X,-,-,-,-,-,-,-
Butyric acid,+H,-,-,-,-,-,-,-,-,-,X,-,-
Butyric acid,+Na,-,X,-,-,-,-,X,-,-,-,-,-
Butyric acid,+K,-,X,-,-,-,-,-,-,-,-,-,-
Butyric acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Butyric acid,-H,X,-,X,-,X,-,X,X,X,X,X,X
Butyric acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Butyric acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
CAR 16:0,+H,823601.0,769879.2,570483.6,457025.72,144998.12,126994.22,993985.9,4632.651,80014.9,447456.2,-,420165.75
CAR 16:0,+Na,42532.254,28315.48,27687.22,27331.158,28944.713,56737.32,66829.305,21.392752,4404.0083,59318.74,-,111449.79
CAR 16:0,+K,99.15687,885.09534,573.929,2381.099,406.45163,4140.963,2471.2366,-,98.930336,46.602604,-,8618.394
CAR 16:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
CAR 16:0,-H,-,-,-,-,-,-,-,-,-,-,-,-
CAR 16:0,+Cl,-,-,-,-,-,-,-,-,9.396664,-,-,-
CAR 16:0,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Carbamoyl phosphate,+H,-,-,-,-,-,-,-,-,-,-,-,-
Carbamoyl phosphate,+Na,-,-,-,-,-,-,-,-,-,-,-,-
Carbamoyl phosphate,+K,-,-,-,-,-,-,-,-,-,-,-,-
Carbamoyl phosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Carbamoyl phosphate,-H,-,-,-,-,-,-,-,-,-,-,-,-
Carbamoyl phosphate,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Carbamoyl phosphate,[M]-,X,-,-,-,-,-,-,-,-,-,-,-
Cardiolipin 18:1,+H,-,-,-,19.301334,-,-,212.30815,-,-,-,-,-
Cardiolipin 18:1,+Na,-,673.50885,613.777,195.69919,63.310837,115.01337,3036.8914,-,-,36.458088,-,644.1479
Cardiolipin 18:1,+K,-,-,-,-,-,-,17.413967,-,-,-,-,-
Cardiolipin 18:1,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Cardiolipin 18:1,-H,1258.8322,106.9404,-,-,880.762,95.08087,154.12149,609.7447,291.31055,1226.4435,-,729.41547
Cardiolipin 18:1,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Cardiolipin 18:1,[M]-,1112.8572,376.7815,39.521946,-,1084.7023,41.231678,117.27859,519.1054,269.68063,1222.0088,-,707.2225
Carnitine,+H,121696.07,262288.9,4580.3516,27707.344,6549.736,1037.2396,69143.34,-,729.6852,28601.137,-,49329.61
Carnitine,+Na,8654.165,9704.302,1089.8212,2626.0193,1627.9816,712.32623,13386.914,X,-,X,-,21408.555
Carnitine,+K,-,830.2113,26.984072,407.67487,-,100.073135,956.7162,-,-,-,-,1390.3723
Carnitine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Carnitine,-H,-,-,-,-,-,-,-,-,-,-,-,-
Carnitine,+Cl,74.69462,-,-,-,-,-,-,-,-,-,-,-
Carnitine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Carnosine,+H,-,31946.037,1893.945,3227.6199,1725.1785,1383.639,12700.983,-,-,2750.9084,-,14813.341
Carnosine,+Na,704.9762,16897.248,2319.6545,4452.502,6239.135,1939.3245,17811.21,-,-,8831.114,-,11137.464
Carnosine,+K,-,5405.9976,110.4342,1234.1305,-,212.33034,1338.9707,-,-,-,-,X
Carnosine,[M]+,-,24.625244,-,-,-,-,-,-,-,-,-,-
Carnosine,-H,119209.45,344.8041,190.34114,42.71273,26861.78,974.3546,34.820415,-,-,61567.87,-,3917.6536
Carnosine,+Cl,868.1262,-,35.08405,9.54679,211.21855,-,-,-,-,324.10315,-,-
Carnosine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Cer d8:1/22:0 Cer,+H,-,1971.6425,22623.262,3339.3782,1978.3369,4067.2998,20406.492,43.961964,332.2592,96.92948,-,5537.5723
Cer d8:1/22:0 Cer,+Na,363.83047,39036.125,59629.79,14896.716,20262.738,17494.943,100200.2,423.7191,237.62918,14351.273,-,28516.5
Cer d8:1/22:0 Cer,+K,-,2396.0693,3535.1062,2850.2292,203.27058,2222.6287,7747.748,-,-,-,-,2591.5503
Cer d8:1/22:0 Cer,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Cer d8:1/22:0 Cer,-H,175.25,-,-,-,7359.353,131.16359,-,286.88757,-,368.63028,-,-
Cer d8:1/22:0 Cer,+Cl,137.54987,-,744.19037,-,637.1678,50.819347,-,52.527367,959.16064,184.84813,-,-
Cer d8:1/22:0 Cer,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Cholecalciferol,+H,-,-,-,-,209.38205,-,131.47305,-,27.491285,-,-,-
Cholecalciferol,+Na,-,-,-,-,48.056396,-,-,-,55.90429,-,-,-
Cholecalciferol,+K,-,-,-,-,-,-,-,-,-,-,-,-
Cholecalciferol,[M]+,-,-,-,20.044743,-,-,-,-,-,-,-,-
Cholecalciferol,-H,-,-,-,-,-,-,-,-,-,-,-,-
Cholecalciferol,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Cholecalciferol,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Cholesterol,+H,-,-,-,-,-,-,-,-,-,-,-,-
Cholesterol,+Na,-,-,-,-,-,-,-,-,-,-,-,-
Cholesterol,+K,-,-,-,-,-,-,-,-,-,-,-,-
Cholesterol,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Cholesterol,-H,-,-,-,-,-,-,-,-,-,-,-,-
Cholesterol,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Cholesterol,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Cholesteryl acetate,+H,-,-,-,-,-,-,-,-,-,-,-,-
Cholesteryl acetate,+Na,-,-,-,-,-,-,-,-,-,-,-,-
Cholesteryl acetate,+K,-,-,-,-,-,-,-,-,-,-,-,-
Cholesteryl acetate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Cholesteryl acetate,-H,-,-,-,-,-,-,-,-,-,-,-,-
Cholesteryl acetate,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Cholesteryl acetate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Cholesteryl ester 17:0,+H,-,-,-,-,-,-,72.92574,-,-,-,-,-
Cholesteryl ester 17:0,+Na,-,876.9363,1694.4698,437.55826,258.8462,2437.0703,3318.081,-,-,36.846943,-,657.97327
Cholesteryl ester 17:0,+K,-,10.538527,60.28806,108.37361,-,213.26126,227.20801,-,-,-,-,148.88737
Cholesteryl ester 17:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Cholesteryl ester 17:0,-H,-,-,-,-,-,-,-,-,-,-,-,-
Cholesteryl ester 17:0,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Cholesteryl ester 17:0,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Cholic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Cholic acid,+Na,758.67755,53724.016,100617.44,14981.661,36217.5,26182.09,79178.4,123.99371,1309.1864,23835.084,-,34342.332
Cholic acid,+K,-,4651.136,5829.4165,5108.6694,747.7434,2451.9336,9755.042,-,-,-,-,5560.095
Cholic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Cholic acid,-H,18127.912,15.174971,-,9.1373825,41987.312,5212.022,-,842.51904,139.86417,13415.152,-,-
Cholic acid,+Cl,-,-,-,-,-,40.807716,-,-,-,-,-,-
Cholic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Choline,+H,-,-,-,-,-,-,-,-,-,-,-,-
Choline,+Na,-,-,-,-,-,-,-,-,-,-,-,-
Choline,+K,-,-,-,-,-,-,-,-,-,-,-,-
Choline,[M]+,463675.7,345844.28,60371.574,31671.318,90272.92,16035.127,130367.36,775.35,4819.471,217794.9,946.73865,406492.03
Choline,-H,-,-,-,-,-,-,-,-,-,-,-,-
Choline,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Choline,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Citric acid,+H,-,41.1942,-,-,-,-,-,-,-,-,-,-
Citric acid,+Na,-,4606.8447,85.057365,368.55746,-,77.793526,950.3631,-,-,323.4851,-,882.995
Citric acid,+K,-,912.0046,X,57.204258,-,-,62.916996,-,-,-,-,158.97241
Citric acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Citric acid,-H,160924.69,29802.469,1221.2974,492.6884,8965.288,1290.58,5183.281,-,-,107555.63,-,28523.428
Citric acid,+Cl,-,-,-,-,-,-,-,-,-,-,X,-
Citric acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Citrulline,+H,-,11782.537,511.5103,3836.0315,740.18274,-,3117.8428,-,-,363.44376,-,1760.735
Citrulline,+Na,201.32686,14965.398,1266.8087,6049.3135,3671.0352,164.92467,9977.86,-,-,3620.0046,-,4784.002
Citrulline,+K,-,3839.635,53.180397,2284.0046,548.9764,-,672.2597,-,-,12.110999,-,341.56992
Citrulline,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Citrulline,-H,11564.286,53.731575,-,33.687496,7591.4062,-,-,-,-,9417.826,-,484.53207
Citrulline,+Cl,560.01855,-,19.982391,20.203161,160.90654,-,-,-,-,118.35168,-,-
Citrulline,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Coenzyme A,+H,-,12406.309,225.62831,716.8546,151.3479,332.2015,3577.3193,-,-,-,-,1663.1174
Coenzyme A,+Na,-,18579.889,-,1106.1731,89.46023,551.9012,2964.2876,-,-,-,-,3246.0212
Coenzyme A,+K,-,671.89215,-,58.619354,-,-,-,-,-,-,-,65.72813
Coenzyme A,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Coenzyme A,-H,6321.2407,27081.262,-,2288.4492,43477.145,1631.4667,3341.536,-,-,12559.612,-,-
Coenzyme A,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Coenzyme A,[M]-,-,-,-,-,-,-,-,-,-,824.80585,-,104.07585
Creatine,+H,-,27467.326,1140.6129,3293.0757,852.02045,1366.7407,14685.986,-,-,984.3144,-,4170.131
Creatine,+Na,485.93018,5815.3423,648.8772,991.82904,2120.496,1734.4694,9720.697,-,-,875.15326,-,1901.3966
Creatine,+K,-,574.76324,17.512358,235.99025,63.49274,196.86859,1953.4211,-,-,-,-,239.62604
Creatine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Creatine,-H,286.85608,-,-,-,569.10815,95.564835,-,-,-,322.7955,-,-
Creatine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Creatine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Creatinine,+H,-,13036.716,2646.7292,658.077,1382.1149,815.0316,15588.596,-,334.85446,1740.3456,549.62146,11729.101
Creatinine,+Na,763.82526,15432.503,4242.4136,656.60645,5456.713,1029.6617,46759.266,-,-,11804.112,399.38837,13680.804
Creatinine,+K,14.314634,4192.459,534.14435,329.9247,1037.0662,259.4291,4417.311,-,399.4942,549.99945,-,2257.507
Creatinine,[M]+,-,44.378014,-,-,-,-,65.13413,-,-,37.78888,-,20.167967
Creatinine,-H,2131.1282,-,-,-,4102.7393,-,24.499426,-,-,387.36945,-,195.36823
Creatinine,+Cl,-,-,-,-,-,-,-,-,-,-,-,X
Creatinine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Cyclic adenosine monophosphate,+H,197.49648,11826.187,-,4911.171,-,-,26573.5,-,-,250.64426,X,-
Cyclic adenosine monophosphate,+Na,106.54989,5278.7847,1666.7765,4115.4575,921.61127,1377.0017,14443.02,-,-,11895.69,-,-
Cyclic adenosine monophosphate,+K,-,-,-,413.68027,-,-,388.03302,-,-,-,-,67.78503
Cyclic adenosine monophosphate,[M]+,-,-,-,-,-,-,-,-,-,-,X,-
