name_short,adduct,9AA,CHCA,CMBT,ClCCA,DAN,DHAP,DHB,MAPS,NEDC,NOR,PNDI,pNA
PI 16:0-18:1,+K,-,V,V,V,-,V,V,-,-,-,-,V
PI 16:0-18:1,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
PI 16:0-18:1,-H,V,V,V,V,V,V,V,V,V,V,-,-
PI 16:0-18:1,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
PI 16:0-18:1,[M]-,-,-,V,-,V,-,V,-,V,V,-,V
PI(5)P 18:1,+H,-,V,-,V,-,-,V,-,-,-,-,-
PI(5)P 18:1,+Na,-,V,V,V,V,V,V,-,-,V,-,V
PI(5)P 18:1,+K,-,V,-,V,-,V,V,-,-,-,-,V
PI(5)P 18:1,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
PI(5)P 18:1,-H,V,V,V,V,V,V,V,V,V,V,-,-
PI(5)P 18:1,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
PI(5)P 18:1,[M]-,V,V,V,V,V,V,V,V,V,V,-,V
PS (POPS) 16:0-18:1,+H,-,V,V,V,V,V,V,-,V,-,-,V
PS (POPS) 16:0-18:1,+Na,V,V,V,V,V,V,V,V,V,V,-,V
PS (POPS) 16:0-18:1,+K,-,V,V,V,V,V,V,-,-,-,-,V
PS (POPS) 16:0-18:1,[M]+,-,-,V,-,-,-,-,-,-,-,-,-
PS (POPS) 16:0-18:1,-H,V,V,V,V,V,V,V,V,V,V,-,V
PS (POPS) 16:0-18:1,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
PS (POPS) 16:0-18:1,[M]-,-,V,V,-,V,-,-,-,-,V,-,V
Palmitic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Palmitic acid,+Na,-,-,-,-,-,-,-,-,-,-,-,-
Palmitic acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Palmitic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Palmitic acid,-H,-,-,-,-,X,-,-,-,-,X,V,V
Palmitic acid,+Cl,-,-,-,-,-,-,-,-,V,-,-,-
Palmitic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Palmitoyl-CoA,+H,-,V,V,V,V,V,V,-,V,V,-,V
Palmitoyl-CoA,+Na,-,V,V,V,V,V,V,-,V,V,-,V
Palmitoyl-CoA,+K,-,V,V,V,-,V,V,-,-,-,-,V
Palmitoyl-CoA,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Palmitoyl-CoA,-H,V,V,-,V,V,V,V,V,V,V,-,V
Palmitoyl-CoA,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Palmitoyl-CoA,[M]-,V,V,V,-,V,-,-,V,V,-,-,V
Pantetheine,+H,-,V,V,V,V,V,V,-,-,V,-,-
Pantetheine,+Na,V,V,V,V,V,V,V,-,V,V,V,V
Pantetheine,+K,-,V,V,V,V,V,V,-,V,-,-,V
Pantetheine,[M]+,-,V,-,-,-,-,-,-,-,-,-,X
Pantetheine,-H,V,V,-,-,V,V,-,-,V,V,V,V
Pantetheine,+Cl,-,-,V,-,X,V,-,-,V,V,-,V
Pantetheine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Pantothenic acid,+H,-,V,V,V,-,V,V,-,-,-,-,V
Pantothenic acid,+Na,-,V,V,V,V,V,V,-,-,V,-,V
Pantothenic acid,+K,-,V,-,V,V,V,V,-,-,-,-,V
Pantothenic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Pantothenic acid,-H,V,V,-,V,V,V,-,V,-,V,-,V
Pantothenic acid,+Cl,X,-,V,-,-,-,-,-,-,-,-,-
Pantothenic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Phenylalanine,+H,-,V,V,V,-,V,V,-,-,-,-,V
Phenylalanine,+Na,-,V,V,V,V,V,V,-,-,V,V,V
Phenylalanine,+K,-,X,V,V,-,-,V,-,-,-,-,V
Phenylalanine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Phenylalanine,-H,V,V,-,-,V,V,-,V,-,V,-,V
Phenylalanine,+Cl,V,-,-,-,-,-,X,-,-,-,-,-
Phenylalanine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Phosphocreatine,+H,-,X,-,V,-,-,V,-,-,-,-,-
Phosphocreatine,+Na,-,-,-,V,-,-,V,-,-,-,-,-
Phosphocreatine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Phosphocreatine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Phosphocreatine,-H,V,-,-,-,-,-,-,-,-,-,-,-
Phosphocreatine,+Cl,V,-,-,-,-,-,-,-,-,-,-,-
Phosphocreatine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Phosphoenolpyruvic acid,+H,-,V,-,V,-,-,V,-,-,-,-,-
Phosphoenolpyruvic acid,+Na,-,V,-,V,-,-,V,-,-,-,-,-
Phosphoenolpyruvic acid,+K,-,V,V,V,-,-,V,-,-,V,-,-
Phosphoenolpyruvic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Phosphoenolpyruvic acid,-H,V,V,V,V,V,-,V,V,-,V,-,V
Phosphoenolpyruvic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Phosphoenolpyruvic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Phosphoserine,+H,-,X,-,-,-,-,-,-,-,-,-,-
Phosphoserine,+Na,-,-,-,-,-,-,-,-,-,-,-,-
Phosphoserine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Phosphoserine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Phosphoserine,-H,-,-,-,-,-,-,-,-,-,-,-,-
Phosphoserine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Phosphoserine,[M]-,-,-,-,-,-,-,X,-,-,-,-,-
Phylloquinone,+H,-,V,V,V,V,V,V,-,-,V,-,-
Phylloquinone,+Na,-,V,V,V,V,V,V,-,-,V,-,-
Phylloquinone,+K,-,-,-,-,-,-,-,-,-,-,-,-
Phylloquinone,[M]+,-,V,V,V,V,V,V,-,-,-,-,-
Phylloquinone,-H,-,-,-,-,-,V,-,-,-,-,-,-
Phylloquinone,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Phylloquinone,[M]-,-,-,-,-,-,-,V,-,-,-,-,-
Proline,+H,-,V,V,V,V,V,V,-,-,-,-,V
Proline,+Na,-,V,V,V,V,V,V,-,-,V,-,V
Proline,+K,-,X,V,V,V,V,-,-,-,-,-,V
Proline,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Proline,-H,V,V,-,-,V,V,-,-,-,V,-,V
Proline,+Cl,-,-,-,-,V,-,-,-,-,-,-,-
Proline,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Propionylcarnitine,+H,V,V,V,-,V,V,V,-,V,V,-,V
Propionylcarnitine,+Na,V,V,V,-,V,V,V,X,V,V,-,V
Propionylcarnitine,+K,-,V,-,V,-,V,V,-,-,X,-,V
Propionylcarnitine,[M]+,-,V,-,-,-,-,V,-,-,-,-,-
Propionylcarnitine,-H,-,-,-,-,-,-,-,-,-,-,-,-
Propionylcarnitine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Propionylcarnitine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Prostaglandin E1,+H,-,-,-,-,-,-,-,-,-,-,-,-
Prostaglandin E1,+Na,V,V,V,V,V,V,V,V,V,V,-,V
Prostaglandin E1,+K,-,V,V,V,V,V,V,-,X,V,-,V
Prostaglandin E1,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Prostaglandin E1,-H,V,-,-,-,-,V,-,V,V,-,-,-
Prostaglandin E1,+Cl,V,-,-,-,V,-,-,-,V,V,-,-
Prostaglandin E1,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Putrescine,+H,-,V,V,V,V,V,V,-,-,-,-,V
Putrescine,+Na,-,V,V,V,V,V,V,-,-,-,-,V
Putrescine,+K,-,-,-,V,-,-,-,-,-,-,-,-
Putrescine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Putrescine,-H,-,-,-,-,-,-,-,-,-,-,-,-
Putrescine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Putrescine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Pyridoxine,+H,V,V,V,V,V,V,V,-,-,-,V,V
Pyridoxine,+Na,-,V,V,-,V,V,V,-,-,V,V,V
Pyridoxine,+K,-,-,-,-,V,-,-,-,-,-,-,V
Pyridoxine,[M]+,-,-,-,-,-,-,-,-,-,X,-,-
Pyridoxine,-H,V,-,-,-,V,V,-,-,-,-,V,V
Pyridoxine,+Cl,V,-,-,-,V,-,X,-,-,V,-,-
Pyridoxine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Pyruvic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Pyruvic acid,+Na,-,-,-,-,-,-,-,-,-,-,-,-
Pyruvic acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Pyruvic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Pyruvic acid,-H,X,-,-,-,X,-,X,X,X,X,-,X
Pyruvic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Pyruvic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Quinolinic acid,+H,-,V,-,V,-,-,V,-,-,-,-,-
Quinolinic acid,+Na,-,V,-,V,-,-,V,-,-,-,-,V
Quinolinic acid,+K,-,V,-,V,-,-,V,-,-,-,-,-
Quinolinic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Quinolinic acid,-H,V,V,V,V,V,V,V,-,-,V,-,V
Quinolinic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Quinolinic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Retinoic acid,+H,-,V,V,V,V,V,V,-,-,-,-,-
Retinoic acid,+Na,-,-,V,-,V,V,V,-,-,-,-,-
Retinoic acid,+K,-,-,-,-,X,-,-,-,-,-,-,-
Retinoic acid,[M]+,-,V,V,V,-,V,V,-,-,-,-,V
Retinoic acid,-H,-,-,-,-,V,-,-,-,-,-,-,-
Retinoic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Retinoic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Riboflavin,+H,-,V,V,V,V,V,V,-,-,V,-,V
Riboflavin,+Na,V,V,V,V,V,V,V,V,V,V,-,V
Riboflavin,+K,V,V,V,V,-,V,V,-,-,V,-,-
Riboflavin,[M]+,-,V,V,V,-,-,V,-,-,V,-,-
Riboflavin,-H,V,-,-,-,-,V,V,-,V,V,-,-
Riboflavin,+Cl,V,-,-,-,-,X,-,-,V,V,-,X
Riboflavin,[M]-,V,-,-,V,V,V,V,X,V,V,-,-
Ribose 5-phosphate,+H,-,-,-,-,-,-,X,-,-,-,-,-
Ribose 5-phosphate,+Na,-,V,-,V,-,-,V,-,-,-,-,-
Ribose 5-phosphate,+K,-,V,-,V,-,-,V,-,-,-,-,-
Ribose 5-phosphate,[M]+,-,-,-,-,-,-,-,-,-,-,X,-
Ribose 5-phosphate,-H,V,V,-,-,V,V,V,-,-,V,X,V
Ribose 5-phosphate,+Cl,V,-,-,-,-,-,-,-,-,V,-,-
Ribose 5-phosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Ribulose,+H,-,-,-,-,-,-,-,-,-,-,-,-
Ribulose,+Na,-,X,X,X,V,-,V,-,-,-,X,X
Ribulose,+K,-,X,-,-,-,-,-,-,-,-,-,-
Ribulose,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Ribulose,-H,V,-,-,-,V,-,-,-,-,V,-,V
Ribulose,+Cl,-,-,-,-,-,-,-,-,-,X,-,-
Ribulose,[M]-,-,-,-,-,-,X,-,-,-,-,-,-
Ribulose 5-phosphate,+H,-,V,-,V,-,-,X,-,-,-,-,-
Ribulose 5-phosphate,+Na,-,V,V,V,-,-,V,-,-,-,-,V
Ribulose 5-phosphate,+K,-,V,-,V,-,-,V,-,-,-,-,-
Ribulose 5-phosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Ribulose 5-phosphate,-H,V,V,-,V,V,V,V,-,-,V,-,V
Ribulose 5-phosphate,+Cl,V,-,-,-,-,-,-,-,-,V,-,-
Ribulose 5-phosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
S-Adenosylhomocysteine,+H,-,V,V,V,V,V,V,-,-,X,-,V
S-Adenosylhomocysteine,+Na,V,V,V,V,V,X,V,-,V,V,-,V
S-Adenosylhomocysteine,+K,-,V,V,V,V,X,V,-,-,-,-,V
S-Adenosylhomocysteine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
S-Adenosylhomocysteine,-H,V,V,-,V,-,-,V,-,V,X,-,-
S-Adenosylhomocysteine,+Cl,V,-,-,-,-,-,-,-,-,-,-,-
S-Adenosylhomocysteine,[M]-,-,-,-,-,-,-,-,X,-,-,-,-
S-Adenosylmethionine,+H,-,-,-,-,-,-,-,-,-,-,-,-
S-Adenosylmethionine,+Na,-,-,-,-,-,-,-,-,-,-,-,-
S-Adenosylmethionine,+K,-,-,-,-,-,-,-,-,-,-,-,-
S-Adenosylmethionine,[M]+,V,V,V,V,V,V,V,-,-,-,-,V
S-Adenosylmethionine,-H,-,-,-,-,-,-,-,-,-,-,-,-
S-Adenosylmethionine,+Cl,-,-,-,-,-,-,-,-,-,-,-,X
S-Adenosylmethionine,[M]-,X,-,-,-,X,-,-,-,-,X,-,-
SM d18:1-16:0,+H,V,V,V,V,V,V,V,V,V,V,-,V
SM d18:1-16:0,+Na,V,V,V,V,V,V,V,V,V,V,-,V
SM d18:1-16:0,+K,V,V,V,V,V,V,V,-,V,V,-,V
SM d18:1-16:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
SM d18:1-16:0,-H,V,-,-,-,V,-,-,-,-,V,-,-
SM d18:1-16:0,+Cl,V,-,-,-,V,V,-,-,V,V,-,V
SM d18:1-16:0,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Serine,+H,-,V,V,V,-,-,V,-,-,-,-,V
Serine,+Na,-,V,V,V,V,-,V,-,-,-,-,V
Serine,+K,-,-,V,V,-,-,-,-,-,-,-,-
Serine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Serine,-H,V,-,-,-,V,-,-,-,V,V,-,V
Serine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Serine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Serotonin,+H,-,V,V,V,X,V,V,-,-,-,-,X
Serotonin,+Na,-,V,V,V,-,V,V,-,-,V,-,-
Serotonin,+K,-,-,-,V,X,-,V,-,-,-,-,-
Serotonin,[M]+,-,V,V,V,-,V,V,-,-,V,-,X
Serotonin,-H,-,-,-,-,V,-,-,-,-,V,-,-
Serotonin,+Cl,-,-,-,-,V,-,-,-,-,-,-,-
Serotonin,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Spermidine,+H,V,V,V,V,V,V,V,V,V,V,V,V
Spermidine,+Na,V,V,V,V,V,V,V,-,-,V,-,V
Spermidine,+K,-,V,-,-,-,V,V,-,-,-,-,-
Spermidine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Spermidine,-H,-,-,-,-,-,-,-,-,-,-,-,-
Spermidine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Spermidine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Spermine,+H,V,V,V,V,V,V,V,-,V,V,-,V
Spermine,+Na,V,V,V,V,V,V,V,-,-,V,-,V
Spermine,+K,-,V,V,V,V,V,-,-,-,-,-,V
Spermine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Spermine,-H,-,-,-,-,-,-,-,-,-,-,-,-
Spermine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Spermine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Succinic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Succinic acid,+Na,-,V,V,V,V,V,V,-,-,V,-,-
Succinic acid,+K,-,V,-,-,-,-,V,-,-,-,-,-
Succinic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Succinic acid,-H,V,V,V,-,V,V,V,-,V,V,V,V
Succinic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Succinic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Sulfo GalCer 18:0(2S-OH),+H,-,-,V,V,-,V,V,-,-,-,-,V
Sulfo GalCer 18:0(2S-OH),+Na,-,V,V,V,-,V,V,-,-,-,-,V
Sulfo GalCer 18:0(2S-OH),+K,-,-,-,-,-,V,-,-,-,-,-,-
Sulfo GalCer 18:0(2S-OH),[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Sulfo GalCer 18:0(2S-OH),-H,V,V,V,V,V,V,V,V,V,V,V,-
Sulfo GalCer 18:0(2S-OH),+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Sulfo GalCer 18:0(2S-OH),[M]-,-,-,V,-,-,-,-,-,-,V,V,V
TG 15:0-18:1-15:0,+H,-,-,-,-,-,V,V,-,-,-,-,-
TG 15:0-18:1-15:0,+Na,V,V,V,V,V,V,V,V,V,V,-,V
TG 15:0-18:1-15:0,+K,-,V,V,V,V,V,V,-,V,-,-,V
TG 15:0-18:1-15:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
TG 15:0-18:1-15:0,-H,-,-,-,-,-,-,-,-,-,-,-,-
TG 15:0-18:1-15:0,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
TG 15:0-18:1-15:0,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Taurine,+H,-,V,-,V,-,V,V,-,-,-,-,-
Taurine,+Na,-,V,V,V,V,V,V,-,-,-,-,V
Taurine,+K,-,V,-,V,-,V,V,-,-,-,-,V
Taurine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Taurine,-H,V,V,V,V,V,V,V,-,-,V,-,V
Taurine,+Cl,V,-,-,-,V,-,-,-,-,-,-,-
Taurine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Taurocholic acid,+H,-,V,V,V,-,V,V,-,-,-,-,V
Taurocholic acid,+Na,-,V,V,V,V,V,V,-,-,V,-,V
Taurocholic acid,+K,-,V,V,V,-,V,V,-,-,-,-,V
Taurocholic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Taurocholic acid,-H,V,V,V,V,V,V,V,V,V,V,V,-
Taurocholic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Taurocholic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Tetrahydrofolic acid,+H,-,V,V,V,-,V,V,-,-,V,-,V
Tetrahydrofolic acid,+Na,V,V,V,V,V,V,V,-,-,V,-,V
Tetrahydrofolic acid,+K,V,V,-,V,-,V,V,-,-,-,-,V
Tetrahydrofolic acid,[M]+,V,V,V,V,V,V,V,-,-,V,-,V
Tetrahydrofolic acid,-H,-,-,-,-,-,-,-,-,-,-,-,-
Tetrahydrofolic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Tetrahydrofolic acid,[M]-,-,-,-,-,-,-,-,-,-,V,-,-
Thiamine,+H,-,V,V,-,-,-,V,-,-,-,-,-
Thiamine,+Na,-,X,-,-,-,-,-,-,-,-,-,-
Thiamine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Thiamine,[M]+,V,V,V,V,V,V,V,-,-,V,-,V
Thiamine,-H,-,-,-,-,-,-,-,-,-,-,-,-
Thiamine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Thiamine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Thymine,+H,-,V,V,V,-,-,V,-,-,-,V,-
Thymine,+Na,-,V,V,-,V,V,V,-,-,V,-,V
Thymine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Thymine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Thymine,-H,V,-,-,-,V,-,-,V,-,V,V,V
Thymine,+Cl,-,X,-,-,-,-,-,-,V,-,-,-
Thymine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Tryptophan,+H,-,V,V,V,X,V,V,-,-,-,-,X
Tryptophan,+Na,V,V,V,V,V,V,V,-,-,V,-,X
Tryptophan,+K,-,X,-,V,V,V,V,-,-,-,-,V
Tryptophan,[M]+,-,V,-,-,-,V,V,-,-,-,-,X
Tryptophan,-H,V,V,-,-,V,V,-,-,-,V,-,-
Tryptophan,+Cl,-,-,-,-,-,-,-,X,-,-,-,-
Tryptophan,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Tyrosine,+H,-,V,-,V,-,-,V,-,-,-,-,V
Tyrosine,+Na,-,-,-,-,V,-,V,-,-,-,-,V
Tyrosine,+K,-,X,-,-,-,-,-,-,-,-,-,V
Tyrosine,[M]+,-,-,-,-,X,-,-,-,-,-,-,-
Tyrosine,-H,V,-,-,-,V,-,-,-,-,-,-,V
Tyrosine,+Cl,-,-,-,-,-,-,X,-,-,-,-,-
Tyrosine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Uracil,+H,-,V,-,V,-,-,V,-,-,-,V,-
Uracil,+Na,-,-,V,-,-,V,V,-,-,-,V,-
Uracil,+K,-,-,-,-,-,-,-,-,-,-,-,-
Uracil,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Uracil,-H,V,-,V,-,V,V,-,V,V,V,V,X
Uracil,+Cl,V,-,-,-,-,-,-,-,-,-,-,-
Uracil,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Ureidosuccinic acid,+H,-,V,-,V,-,-,V,-,-,-,-,-
Ureidosuccinic acid,+Na,-,V,V,V,-,V,V,-,-,-,-,V
Ureidosuccinic acid,+K,-,V,-,V,-,-,V,-,-,-,-,-
Ureidosuccinic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,X
Ureidosuccinic acid,-H,V,V,V,V,V,V,V,-,V,V,-,V
Ureidosuccinic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Ureidosuccinic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Uric acid,+H,-,V,-,-,-,-,V,-,-,-,-,-
Uric acid,+Na,-,V,-,-,-,-,V,-,-,-,-,-
Uric acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Uric acid,[M]+,-,V,-,-,-,-,V,-,-,-,-,-
Uric acid,-H,V,-,-,V,V,V,V,V,-,V,-,-
Uric acid,+Cl,V,-,-,-,-,-,-,-,-,-,-,-
Uric acid,[M]-,-,X,-,-,-,-,-,-,-,X,-,-
Uridine,+H,-,V,-,-,-,-,V,-,-,-,-,-
Uridine,+Na,-,V,V,-,V,-,V,-,-,-,-,V
Uridine,+K,-,-,-,-,-,-,V,-,-,-,-,-
Uridine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Uridine,-H,V,-,-,-,V,-,-,-,-,V,-,-
Uridine,+Cl,V,-,V,-,V,-,-,-,-,-,-,-
Uridine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate,+H,-,-,-,-,-,-,V,-,-,-,-,-
Uridine diphosphate,+Na,-,V,-,V,-,-,V,-,-,V,-,V
Uridine diphosphate,+K,-,V,-,-,-,-,V,-,-,-,-,-
Uridine diphosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate,-H,V,V,-,V,V,-,V,-,-,V,-,-
Uridine diphosphate,+Cl,-,-,X,-,-,-,-,-,-,-,X,-
Uridine diphosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucose,+H,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucose,+Na,-,V,-,V,-,-,V,-,-,V,-,V
Uridine diphosphate glucose,+K,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucose,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucose,-H,V,V,V,V,V,V,V,-,-,V,-,V
Uridine diphosphate glucose,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucose,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucuronic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucuronic acid,+Na,-,V,-,V,-,-,V,-,-,-,-,-
Uridine diphosphate glucuronic acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucuronic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucuronic acid,-H,V,V,-,V,V,V,V,-,-,V,-,-
Uridine diphosphate glucuronic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucuronic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate-N-acetylglucosamine,+H,-,-,-,V,-,-,X,-,-,-,-,-
Uridine diphosphate-N-acetylglucosamine,+Na,-,X,-,V,-,-,V,-,-,-,-,V
Uridine diphosphate-N-acetylglucosamine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate-N-acetylglucosamine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate-N-acetylglucosamine,-H,V,-,-,V,V,X,V,-,-,V,-,V
Uridine diphosphate-N-acetylglucosamine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate-N-acetylglucosamine,[M]-,-,V,-,-,-,-,-,-,-,-,-,V
Urocanic acid,+H,-,V,V,V,V,V,V,-,-,-,-,-
Urocanic acid,+Na,V,V,V,V,V,V,V,-,-,V,-,X
Urocanic acid,+K,-,V,V,V,-,-,V,-,-,-,-,X
Urocanic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Urocanic acid,-H,V,V,-,V,V,V,V,-,-,V,-,X
Urocanic acid,+Cl,V,-,-,-,-,-,-,-,-,V,-,-
Urocanic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Valine,+H,-,V,-,V,-,V,V,-,-,-,-,V
Valine,+Na,-,-,-,V,V,V,V,-,-,-,-,V
Valine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Valine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Valine,-H,V,-,-,-,V,V,-,-,-,-,-,V
Valine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Valine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Xanthine,+H,-,V,-,V,-,-,V,-,-,-,-,-
Xanthine,+Na,-,V,V,-,V,V,V,-,-,V,-,V
Xanthine,+K,-,-,-,-,-,-,-,-,-,-,-,V
Xanthine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Xanthine,-H,V,V,-,-,V,V,V,-,V,V,V,V
Xanthine,+Cl,V,-,-,-,-,-,-,-,-,-,-,-
Xanthine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
alpha-tocopherol,+H,-,-,-,-,-,-,-,-,-,-,-,-
alpha-tocopherol,+Na,-,-,-,-,-,-,-,-,-,-,-,-
alpha-tocopherol,+K,-,-,-,-,-,-,-,-,-,-,-,-
alpha-tocopherol,[M]+,-,V,V,V,V,V,V,V,V,-,-,V
alpha-tocopherol,-H,-,-,-,-,-,-,-,-,-,-,-,-
alpha-tocopherol,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
alpha-tocopherol,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
cis-Aconitic acid,+H,-,V,-,V,-,-,-,-,-,-,-,-
cis-Aconitic acid,+Na,-,V,V,V,-,V,V,-,-,V,-,V
cis-Aconitic acid,+K,-,V,X,V,-,V,V,-,-,-,-,V
cis-Aconitic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
