dataset_id,well,formula,adduct,neutral_loss,score,average ratio,occupancy ratio
2021-02-17_18h14m40s,127,C9H11NO4,+H,,1,1514.28749713409,54.1260843694216
2021-02-17_18h14m40s,128,C6H6N2O2,+H,,1,1831.88493670934,89.408746696367
2021-02-17_18h14m40s,129,C5H4N4O2,+H,,1,1070.29725219779,79.426646507075
2021-02-17_18h14m40s,130,C4H9NO2,+H,,1,4489.60157653153,91.4208118536251
2021-02-17_18h14m40s,132,C9H14N4O3,+H,,1,3956.9158646065,81.2453085976062
2021-02-17_18h14m40s,133,C4H4N2O2,+H,,1,114.177855738403,46.240697057394
2021-02-17_18h14m40s,134,C10H14N5O7P,+H,,1,1166.84779382823,78.3286666638341
2021-02-17_18h14m40s,135,C5H4N4O,+H,,1,657.13165256399,45.7881790038826
2021-02-17_18h14m40s,136,C6H6N2O,+H,,1,228.477952770705,67.9283103407617
2021-02-17_18h14m40s,137,C5H6N2O2,+H,,1,477.708780103904,55.7801572945686
2021-02-17_18h14m40s,138,C6H5NO2,+H,,1,3367.79854251044,90.0015622558975
2021-02-17_18h14m40s,139,C7H16NO2,+H,,0,3.37283543335739,2.66568571653317
2021-02-17_18h14m40s,140,C12H17N4OS,+H,,1,1050.49588516108,83.8661250039806
2021-02-17_18h14m40s,142,C8H11NO3,+H,,1,2542.19649261543,69.7857312578912
2021-02-17_18h14m40s,143,C10H16N2O3S,+H,,1,160.411276513387,6.22642094888325
2021-02-17_18h14m40s,145,C5H11NO2,+H,,1,1101.47837164942,50.5446202573292
2021-02-17_18h14m40s,146,C4H7N3O,+H,,1,1971.15033929598,84.016694046848
2021-02-17_18h14m40s,147,C5H9NO4,+H,,1,914.093358702999,81.6667183492294
2021-02-17_18h14m40s,149,C9H11NO2,+H,,1,1527.81101465518,79.074535573504
2021-02-17_18h14m40s,150,C9H11NO3,+H,,1,283.320434302192,11.3128628749845
2021-02-17_18h14m40s,152,C5H14N4,+H,,1,12609.0634000005,84.7746112718889
2021-02-17_18h14m40s,154,C4H10N3O5P,+H,,1,51.1999092060755,13.1483451024069
2021-02-17_18h14m40s,155,C10H12N2O3,+H,,1,822.439345808388,71.6934003564492
2021-02-17_18h14m40s,156,C11H12N2O2,+H,,1,3190.34368315616,86.1967654619894
2021-02-17_18h14m40s,157,C10H9NO3,+H,,1,935.815753369334,50.0092467834403
2021-02-17_18h14m40s,158,C10H19NO4,+H,,1,4299.09315604319,95.0503217290876
2021-02-17_18h14m40s,159,C6H14N4O2,+H,,1,9747.77603525246,85.0552754376625
2021-02-17_18h14m40s,160,C6H13N3O3,+H,,1,1630.18385242802,79.1574492642108
2021-02-17_18h14m40s,161,C5H12N2O2,+H,,1,1661.60778932526,75.0261479669701
2021-02-17_18h14m40s,162,C4H9NO2S,+H,,1,22.7462720235107,18.2230215502244
2021-02-17_18h14m40s,164,C5H9NO2,+H,,1,2414.54870045502,92.9043702628608
2021-02-17_18h14m40s,165,C5H9NO3,+H,,1,3230.16579898484,91.1151077511218
2021-02-17_18h14m40s,166,C10H12N2O,+H,,1,2287.53620866177,82.7518101060702
2021-02-17_18h14m40s,167,C7H19N3,+H,,1,2528.34596531039,87.8435558266306
2021-02-17_18h14m40s,168,C5H9N3,+H,,1,3568.58512682413,87.0562718614026
2021-02-17_18h14m40s,169,C6H13NO5,+H,,1,1647.58611633135,83.6702359418529
2021-02-17_18h14m40s,170,C6H14O12P2,+H,,1,9.24480771209477,7.5327867780698
2021-02-17_18h14m40s,171,C5H4N2O4,+H,,0,1.70712691188323,1.54459305295077
2021-02-17_18h14m40s,172,C7H5NO4,+H,,1,750.074214346671,69.190218626816
2021-02-17_18h14m40s,173,C4H9N3O2,+H,,1,824.879598423808,68.6811464298803
2021-02-17_18h14m40s,174,C5H10N2O3,+H,,1,179.833134983707,49.6284407205394
2021-02-17_18h14m40s,175,C6H8O6,+H,,1,343.624519085681,43.9618991188498
2021-02-17_18h14m40s,177,C8H11NO2,+H,,1,1856.85087997473,71.2248925939499
2021-02-17_18h14m40s,178,C5H5N5O,+H,,1,462.180501637862,47.5542734504316
2021-02-17_18h14m40s,179,C6H9N3O2,+H,,1,4830.23437391813,71.2248925939499
2021-02-17_18h14m40s,180,C3H7NO3,+H,,1,158.162089563201,25.0362480591979
2021-02-17_18h14m40s,181,C9H17NO5,+H,,1,509.946431341361,89.3160426898187
2021-02-17_18h14m40s,182,C9H12N2O6,+H,,1,157.852224242456,11.6434410905747
2021-02-17_18h14m40s,184,C5H11NO2S,+H,,1,237.668954546307,27.5022198458997
2021-02-17_18h14m40s,185,C6H12N2O4S2,+H,,1,314.311195255695,36.2039169214057
2021-02-17_18h14m40s,186,C4H8N2O3,+H,,1,1817.90743449267,55.2230494301091
2021-02-17_18h14m40s,187,C4H7NO4,+H,,1,462.55294005042,54.8863877497109
2021-02-17_18h14m40s,188,C5H8N2O5,+H,,1,525.788121709987,30.0850564758463
2021-02-17_18h14m40s,14,C20H28O2,+Na,,1,28.0630664206369,18.1019584607029
2021-02-17_18h14m40s,23,C18H24O2,+Na,,1,51.7633570847456,21.1086531371229
2021-02-17_18h14m40s,24,C16H32O2,+Na,,0,2.14356972800042,2.39505772500696
2021-02-17_18h14m40s,26,C13H16N2O2,+Na,,1,4444.84314990218,67.8971449256452
2021-02-17_18h14m40s,38,C4H4O4,+Na,,1,285.461149002134,51.2742160382116
2021-02-17_18h14m40s,57,C6H13O9P,+Na,,1,37.6141967773437,2.7027027027027
2021-02-17_18h14m40s,58,C5H11O8P,+Na,,1,237.905016913696,9.2130262443045
2021-02-17_18h14m40s,59,C4H6O5,+Na,,1,686.337287237303,72.1681124925621
2021-02-17_18h14m40s,60,C9H13N3O5,+Na,,1,4054.15366277747,82.4778428486424
2021-02-17_18h14m40s,61,C6H12O4,+Na,,1,153.985945996758,5.27849295864982
2021-02-17_18h14m40s,63,C3H9O6P,+Na,,1,23.4429057062151,2.43656668679164
2021-02-17_18h14m40s,66,C8H15NO6,+Na,,1,3060.59097021823,87.6674490562906
2021-02-17_18h14m40s,67,C9H14N3O8P,+Na,,1,3361.98274758844,82.5942644139075
2021-02-17_18h14m40s,68,C6H8O7,+Na,,1,1561.4624575723,87.6327080266826
2021-02-17_18h14m40s,69,C5H4N4O3,+Na,,1,265.856869338669,49.4624870648947
2021-02-17_18h14m40s,70,C9H13NO3,+Na,,1,1154.23786360626,75.8169303859939
2021-02-17_18h14m40s,72,C10H7NO3,+Na,,1,439.310211475652,36.5683247414501
2021-02-17_18h14m40s,73,C5H6N2O4,+Na,,1,263.357539808965,52.2404639163572
2021-02-17_18h14m40s,74,C8H16NO9P,+Na,,1,2168.32385495916,85.0108596909484
2021-02-17_18h14m40s,75,C3H7O6P,+Na,,1,219.256598682448,47.5093330626719
2021-02-17_18h14m40s,76,C11H16N2O8,+Na,,1,3898.6933190373,92.3503574749126
2021-02-17_18h14m40s,82,C10H18N4O6,+Na,,1,3409.46748173238,87.6674490562906
2021-02-17_18h14m40s,83,C9H20N2O2,+Na,,1,1741.13937257112,95.3650057937428
2021-02-17_18h14m40s,84,C4H6O3,+Na,,0,1.57119142382383,1.0005540300913
2021-02-17_18h14m40s,85,C6H13O10P,+Na,,1,919.652203053581,78.3606958745358
2021-02-17_18h14m40s,89,C6H9NO5,+Na,,1,2379.51607809147,83.5847422661715
2021-02-17_18h14m40s,90,C5H5N5,+Na,,1,77.7477126324125,27.4980999203252
2021-02-17_18h14m40s,91,C6H12O6,+Na,,1,13.2828175690466,1.03286258990796
2021-02-17_18h14m40s,92,C4H8O2,+Na,,0,1.89108875146926,1.53751123783233
2021-02-17_18h14m40s,93,C2H5NO2,+Na,,1,306.154682738673,54.363743206784
2021-02-17_18h14m40s,95,C8H20NO6P,+Na,,1,9450.51956380469,95.6817804351437
2021-02-17_18h14m40s,96,C3H5O6P,+Na,,1,498.385166940691,74.3845022295799
2021-02-17_18h14m40s,101,C5H11O8P,+Na,,1,264.627601032837,9.46894363997962
2021-02-17_18h14m40s,103,C3H7O7P,+Na,,1,784.778014142806,80.8713924117268
2021-02-17_18h14m40s,104,C3H6O3,+Na,,0,1.19105215021059,1.00677884943055
2021-02-17_18h14m40s,106,C6H14NO8P,+Na,,1,2475.55442260515,72.9742396669439
2021-02-17_18h14m40s,107,C4H12N2,+Na,,1,393.500007962539,63.3259594113687
2021-02-17_18h14m40s,109,C9H17NO4,+Na,,1,2366.7658843095,60.3815113719736
2021-02-17_18h14m40s,110,C7H15NO3,+Na,,1,2507.67506395967,78.5535726829107
2021-02-17_18h14m40s,111,C2H7NO3S,+Na,,1,816.391796004669,83.8661250039806
2021-02-17_18h14m40s,112,C10H17N3O6S,+Na,,1,4579.18166845801,92.0384157168484
2021-02-17_18h14m40s,113,C4H6O4,+Na,,1,331.816124369702,32.206102444268
2021-02-17_18h14m40s,114,C6H6O6,+Na,,1,311.701241306684,57.6605490813613
2021-02-17_18h14m40s,115,C10H26N4,+Na,,1,1318.28376821661,77.5798219744408
2021-02-17_18h14m40s,118,C5H10O5,+Na,,1,27.2901366547899,1.16936392367165
2021-02-17_18h14m40s,119,C11H22N2O4S,+Na,,1,6545.50152122922,93.095786369329
2021-02-17_18h14m40s,123,C3H7NO2S,+Na,,1,290.936414375718,39.7133232535375
2021-02-17_18h14m40s,124,C6H12O6,+Na,,1,30.1229483028011,1.16613518215415
2021-02-17_18h14m40s,125,C3H6O3,+Na,,0,1.13761155286124,1.00677884943055
2021-02-17_18h14m40s,126,C4H5N3O,+Na,,1,439.04950175743,50.5446202573292
2021-02-17_18h14m40s,127,C9H11NO4,+Na,,1,2038.09988263013,52.7716328428072
2021-02-17_18h14m40s,128,C6H6N2O2,+Na,,1,1672.63135912137,79.6976809602641
2021-02-17_18h14m40s,129,C5H4N4O2,+Na,,1,1519.85095835407,90.0168660413517
2021-02-17_18h14m40s,130,C4H9NO2,+Na,,1,1400.1499382313,45.2912143122124
2021-02-17_18h14m40s,131,C5H6O5,+Na,,1,276.299031440147,59.305901680128
2021-02-17_18h14m40s,132,C9H14N4O3,+Na,,1,3990.85537638149,81.2453085976062
2021-02-17_18h14m40s,133,C4H4N2O2,+Na,,1,256.671450368203,46.703026972982
2021-02-17_18h14m40s,135,C5H4N4O,+Na,,1,1686.80557935588,51.7198813162939
2021-02-17_18h14m40s,136,C6H6N2O,+Na,,1,131.564150445678,62.9919906903002
2021-02-17_18h14m40s,137,C5H6N2O2,+Na,,1,406.544683952587,51.5486517804015
2021-02-17_18h14m40s,138,C6H5NO2,+Na,,1,32.2202318813505,14.9690148408303
2021-02-17_18h14m40s,142,C8H11NO3,+Na,,1,562.224771300616,35.3812341801305
2021-02-17_18h14m40s,143,C10H16N2O3S,+Na,,1,3087.60326991731,74.6392000629289
2021-02-17_18h14m40s,145,C5H11NO2,+Na,,1,1291.26561681068,21.2527149227371
2021-02-17_18h14m40s,146,C4H7N3O,+Na,,1,1777.72292035495,82.3295816245664
2021-02-17_18h14m40s,147,C5H9NO4,+Na,,1,643.502487014051,81.9353146930848
2021-02-17_18h14m40s,149,C9H11NO2,+Na,,1,3906.75226280446,77.041091594922
2021-02-17_18h14m40s,150,C9H11NO3,+Na,,1,691.293456222314,47.3809122845494
2021-02-17_18h14m40s,151,C3H4O4,+Na,,1,685.425836743042,77.1163362712659
2021-02-17_18h14m40s,152,C5H14N4,+Na,,1,1152.92129652893,73.382859378483
2021-02-17_18h14m40s,154,C4H10N3O5P,+Na,,1,108.779138396355,35.8467001782246
2021-02-17_18h14m40s,155,C10H12N2O3,+Na,,1,1476.68731349258,59.477863513738
2021-02-17_18h14m40s,156,C11H12N2O2,+Na,,1,6384.83371278654,76.5188676220705
2021-02-17_18h14m40s,157,C10H9NO3,+Na,,1,3474.21684307368,53.1317873068428
2021-02-17_18h14m40s,158,C10H19NO4,+Na,,1,2593.8424993008,72.1839368500188
2021-02-17_18h14m40s,159,C6H14N4O2,+Na,,1,5986.75758096416,87.3435388861886
2021-02-17_18h14m40s,160,C6H13N3O3,+Na,,1,3235.70971431953,81.7960309063512
2021-02-17_18h14m40s,161,C5H12N2O2,+Na,,1,1054.43144741569,73.7686387580196
2021-02-17_18h14m40s,162,C4H9NO2S,+Na,,1,12.0509952909535,5.24163281274879
2021-02-17_18h14m40s,164,C5H9NO2,+Na,,1,2015.41000876564,93.406053945964
2021-02-17_18h14m40s,165,C5H9NO3,+Na,,1,3083.74596870118,68.0144470631447
2021-02-17_18h14m40s,166,C10H12N2O,+Na,,1,2367.03537739786,65.7417255120346
2021-02-17_18h14m40s,167,C7H19N3,+Na,,1,1902.18743753682,79.9004102596223
2021-02-17_18h14m40s,168,C5H9N3,+Na,,1,2925.95054242164,84.1494086554043
2021-02-17_18h14m40s,169,C6H13NO5,+Na,,1,1812.68595634321,87.3693111577825
2021-02-17_18h14m40s,172,C7H5NO4,+Na,,1,680.115823043703,62.2707026306427
2021-02-17_18h14m40s,173,C4H9N3O2,+Na,,1,1238.81452137413,70.533500658076
2021-02-17_18h14m40s,174,C5H10N2O3,+Na,,1,189.130829486854,41.7923711330858
2021-02-17_18h14m40s,175,C6H8O6,+Na,,1,1699.97950974249,71.9735143463957
2021-02-17_18h14m40s,177,C8H11NO2,+Na,,1,780.588351490567,48.3311771173232
2021-02-17_18h14m40s,178,C5H5N5O,+Na,,1,2276.75247748851,67.5988579027653
2021-02-17_18h14m40s,179,C6H9N3O2,+Na,,1,5312.98350695858,76.0036757848574
2021-02-17_18h14m40s,180,C3H7NO3,+Na,,1,73.2740791187966,19.4601350413043
2021-02-17_18h14m40s,181,C9H17NO5,+Na,,1,1069.07346598848,83.8388349709445
2021-02-17_18h14m40s,182,C9H12N2O6,+Na,,1,433.943354220991,48.6488768789056
2021-02-17_18h14m40s,183,C6H12O7,+Na,,1,377.737963414414,50.6550602303702
2021-02-17_18h14m40s,184,C5H11NO2S,+Na,,1,115.689035083852,19.4408824011493
2021-02-17_18h14m40s,185,C6H12N2O4S2,+Na,,1,456.023039717716,33.7299639249314
2021-02-17_18h14m40s,186,C4H8N2O3,+Na,,1,1881.08428199656,57.8527184505904
2021-02-17_18h14m40s,187,C4H7NO4,+Na,,1,635.902708315668,52.7295074464886
2021-02-17_18h14m40s,188,C5H8N2O5,+Na,,1,2330.21986047929,69.3078286298625
2021-02-17_18h14m40s,23,C18H24O2,+K,,0,1.98682889359077,2.59461260961011
2021-02-17_18h14m40s,26,C13H16N2O2,+K,,1,1929.68760448824,71.661297863488
2021-02-17_18h14m40s,57,C6H13O9P,+K,,0,3.237380027771,2.7027027027027
2021-02-17_18h14m40s,58,C5H11O8P,+K,,1,92.3119169075346,42.4122087156857
2021-02-17_18h14m40s,59,C4H6O5,+K,,1,46.1562821800054,21.8240822975288
2021-02-17_18h14m40s,60,C9H13N3O5,+K,,1,2178.77549331249,68.9999513431171
2021-02-17_18h14m40s,61,C6H12O4,+K,,1,14.4637586556116,3.92470105747565
2021-02-17_18h14m40s,63,C3H9O6P,+K,,0,5.54906287740386,5.22404639163572
2021-02-17_18h14m40s,66,C8H15NO6,+K,,1,764.834829426898,65.4722468925864
2021-02-17_18h14m40s,68,C6H8O7,+K,,1,115.020496100867,39.7133232535375
2021-02-17_18h14m40s,69,C5H4N4O3,+K,,0,6.38788415723607,2.64755488356917
2021-02-17_18h14m40s,70,C9H13NO3,+K,,1,10.7388361929224,6.76950959296679
2021-02-17_18h14m40s,72,C10H7NO3,+K,,1,29.5311866905984,10.699378299447
2021-02-17_18h14m40s,73,C5H6N2O4,+K,,0,3.7976611544233,2.64755488356917
2021-02-17_18h14m40s,74,C8H16NO9P,+K,,1,56.9946601952413,18.284162370725
2021-02-17_18h14m40s,75,C3H7O6P,+K,,1,8.45519395209583,5.29510976713833
2021-02-17_18h14m40s,76,C11H16N2O8,+K,,1,649.326434875161,44.4414306581695
2021-02-17_18h14m40s,77,C6H10O5,+K,,0,1.70846619427614,1.39034102744778
2021-02-17_18h14m40s,82,C10H18N4O6,+K,,1,509.141786803284,68.371394532516
2021-02-17_18h14m40s,83,C9H20N2O2,+K,,1,177.322284229043,66.4147341335534
2021-02-17_18h14m40s,84,C4H6O3,+K,,0,1.38376230856044,1.83158102226447
2021-02-17_18h14m40s,85,C6H13O10P,+K,,1,27.5422076241679,18.5328841849842
2021-02-17_18h14m40s,89,C6H9NO5,+K,,1,465.440984992543,71.2417043377897
2021-02-17_18h14m40s,90,C5H5N5,+K,,1,8.8924303879431,7.413237710016
2021-02-17_18h14m40s,91,C6H12O6,+K,,0,1.92551495850637,1.06645483880307
2021-02-17_18h14m40s,92,C4H8O2,+K,,0,2.20468352342277,2.03159379314771
2021-02-17_18h14m40s,95,C8H20NO6P,+K,,1,2879.77531538754,95.31197580849
2021-02-17_18h14m40s,96,C3H5O6P,+K,,1,212.086877915411,47.9823428975971
2021-02-17_18h14m40s,101,C5H11O8P,+K,,1,120.650526895957,52.3915519429059
2021-02-17_18h14m40s,103,C3H7O7P,+K,,1,31.4109956019483,21.3254857322654
2021-02-17_18h14m40s,106,C6H14NO8P,+K,,1,73.1194294247667,19.1553937678636
2021-02-17_18h14m40s,107,C4H12N2,+K,,0,4.15037026768991,2.64755488356917
2021-02-17_18h14m40s,109,C9H17NO4,+K,,1,343.758503187943,47.3167707458463
2021-02-17_18h14m40s,110,C7H15NO3,+K,,1,1067.65905386276,78.0831607347827
2021-02-17_18h14m40s,111,C2H7NO3S,+K,,1,92.8004029100543,38.7899109872204
2021-02-17_18h14m40s,112,C10H17N3O6S,+K,,1,290.589237430114,65.3005798954465
2021-02-17_18h14m40s,113,C4H6O4,+K,,1,13.919494992113,7.88900706144415
2021-02-17_18h14m40s,114,C6H6O6,+K,,1,23.7652289150665,18.049871346495
2021-02-17_18h14m40s,115,C10H26N4,+K,,1,13.6131216121466,10.1418467808307
2021-02-17_18h14m40s,118,C5H10O5,+K,,1,6.25151969171903,2.41398499459404
2021-02-17_18h14m40s,119,C11H22N2O4S,+K,,1,1445.77433005588,84.2188032976428
2021-02-17_18h14m40s,123,C3H7NO2S,+K,,0,5.97703584181934,2.64755488356917
2021-02-17_18h14m40s,124,C6H12O6,+K,,0,2.70391495614458,1.06645483880307
2021-02-17_18h14m40s,126,C4H5N3O,+K,,1,212.448937255889,30.0342779686937
2021-02-17_18h14m40s,127,C9H11NO4,+K,,1,671.522436312539,29.5591272335458
2021-02-17_18h14m40s,128,C6H6N2O2,+K,,1,284.258994516725,62.2707026306427
2021-02-17_18h14m40s,129,C5H4N4O2,+K,,1,20.8176520615006,10.4131551715568
2021-02-17_18h14m40s,130,C4H9NO2,+K,,1,6.84727932182525,2.31957893797361
2021-02-17_18h14m40s,131,C5H6O5,+K,,0,2.17547787980123,2.62966902048138
2021-02-17_18h14m40s,132,C9H14N4O3,+K,,1,1181.06198240534,62.6300197626157
2021-02-17_18h14m40s,135,C5H4N4O,+K,,1,146.15444893505,26.2966902048138
2021-02-17_18h14m40s,137,C5H6N2O2,+K,,0,2.91059772647907,2.64755488356917
2021-02-17_18h14m40s,142,C8H11NO3,+K,,1,12.3305421297721,5.82676082264437
2021-02-17_18h14m40s,143,C10H16N2O3S,+K,,1,608.391398293614,58.0487961270879
2021-02-17_18h14m40s,146,C4H7N3O,+K,,1,1646.59156847577,76.0638508562299
2021-02-17_18h14m40s,147,C5H9NO4,+K,,1,107.790875996803,35.612446296975
2021-02-17_18h14m40s,149,C9H11NO2,+K,,1,48.1321258706248,3.31448775774011
2021-02-17_18h14m40s,150,C9H11NO3,+K,,1,9.91943153492268,3.71267677567137
2021-02-17_18h14m40s,151,C3H4O4,+K,,0,2.33137122396849,2.68406658684197
2021-02-17_18h14m40s,152,C5H14N4,+K,,1,62.9714670856396,24.1565992815777
2021-02-17_18h14m40s,155,C10H12N2O3,+K,,1,464.22611365824,13.340789002298
2021-02-17_18h14m40s,156,C11H12N2O2,+K,,1,3506.48372434982,61.310771480263
2021-02-17_18h14m40s,157,C10H9NO3,+K,,1,590.246534975926,35.4964637329073
2021-02-17_18h14m40s,158,C10H19NO4,+K,,1,773.68980882966,83.6486688150619
2021-02-17_18h14m40s,159,C6H14N4O2,+K,,1,816.071767448047,80.701952579565
2021-02-17_18h14m40s,160,C6H13N3O3,+K,,1,335.88060356332,24.0852752647681
2021-02-17_18h14m40s,161,C5H12N2O2,+K,,1,4.06091475857534,2.16720863021274
2021-02-17_18h14m40s,165,C5H9NO3,+K,,1,9.49232055111685,1.23160504392176
2021-02-17_18h14m40s,166,C10H12N2O,+K,,1,450.940697557404,46.950505496768
2021-02-17_18h14m40s,167,C7H19N3,+K,,1,127.745356316688,15.8314898528422
2021-02-17_18h14m40s,168,C5H9N3,+K,,1,193.590082258512,48.6490930990191
2021-02-17_18h14m40s,169,C6H13NO5,+K,,1,119.215537818131,42.7445651112751
2021-02-17_18h14m40s,172,C7H5NO4,+K,,1,51.9804207785877,26.3858164214036
2021-02-17_18h14m40s,173,C4H9N3O2,+K,,1,631.450206541676,62.1716589613092
2021-02-17_18h14m40s,174,C5H10N2O3,+K,,1,92.0060628986816,25.6892761429966
2021-02-17_18h14m40s,175,C6H8O6,+K,,1,255.747120865265,37.9084651929969
2021-02-17_18h14m40s,177,C8H11NO2,+K,,0,3.99313906661708,2.29695981900911
2021-02-17_18h14m40s,178,C5H5N5O,+K,,1,207.201347989011,44.2559094791163
2021-02-17_18h14m40s,179,C6H9N3O2,+K,,1,1034.40434863184,65.4953934682134
2021-02-17_18h14m40s,181,C9H17NO5,+K,,1,250.784686304823,58.514466467396
2021-02-17_18h14m40s,182,C9H12N2O6,+K,,1,114.891759579687,20.4462719409432
2021-02-17_18h14m40s,183,C6H12O7,+K,,1,77.8411743964224,18.4521625698096
2021-02-17_18h14m40s,184,C5H11NO2S,+K,,1,5.76457257982309,5.64709803268083
2021-02-17_18h14m40s,185,C6H12N2O4S2,+K,,1,42.2669270174761,5.17198813162939
2021-02-17_18h14m40s,186,C4H8N2O3,+K,,1,326.849166173736,38.9191891441517
2021-02-17_18h14m40s,187,C4H7NO4,+K,,1,34.4840931545417,5.29510976713833
2021-02-17_18h14m40s,188,C5H8N2O5,+K,,1,262.771181339671,45.1620192108163
